4,0,3,
0.801784,-0.267261,0.534522,
0.721995,-0.309426,0.618853,
0.646162,-0.502571,0.574367,
0.629844,-0.497245,0.596694,
0.595199,-0.559126,0.577162,
0.591878,-0.556542,0.583044,
0.581849,-0.572828,0.577339,
0.581077,-0.572103,0.578833,
0.578477,-0.576222,0.57735,
0.578288,-0.576036,0.577725,
0.577632,-0.577068,0.57735,
0.577585,-0.577021,0.577444,
0.577421,-0.57728,0.57735,
0.577409,-0.577268,0.577374,
0.577368,-0.577333,0.57735,
0.577365,-0.57733,0.577356,
0.577355,-0.577346,0.57735,
0.577354,-0.577345,0.577352,
0.577351,-0.577349,0.57735,
0.577351,-0.577349,0.577351,
0.577351,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
0.57735,-0.57735,0.57735,
